id_activity;title;authors;source;publication_date;pmid;impact_factor;clinic;pdc;colab_inter;colab_intra_crti;id_choice
442;"Progressive Multifocal Leukoencephalopathy Incidence and Risk Stratification
Among Natalizumab Users in France";"Vukusic S, Rollot F, Casey R, Pique J, Marignier R, Mathey G, Edan G, Brassat 
D, Ruet A, De Sèze J, Maillart E, Zéphir H, Labauge P, Derache N, Lebrun-Frenay
C, Moreau T, Wiertlewski S, Berger E, Moisset X, Rico-Lamy A, Stankoff B, Bensa
C, Thouvenot E, Heinzlef O, Al-Khedr A, Bourre B, Vaillant M, Cabre P, Montcuquet
A, Wahab A, Camdessanché JP, Tourbah A, Guennoc AM, Hankiewicz K, Patry I, Nifle 
C, Maubeuge N, Labeyrie C, Vermersch P, Laplaud DA; OFSEP Investigators";JAMA Neurol;01/01/19;31479149;12.321;true;true;false;false;1
443;Systematic review on clinicaloutcomes following selection of human preimplantation embryos with time-lapsemonitoring;Freour T, Basile N, Barriere P, Meseguer M;Hum Reprod Update;01/01/15;25293345;12.878;false;true;true;false;2
444;Leptin andits potential interest in assisted reproduction cycles;Catteau A, Caillon H, Barriere P, Denis MG, Masson D, Fréour T;Hum Reprod Update;01/01/16;26663219;12.878;true;true;false;false;1
445;"Female obesity is negatively associated with live birth rate following 
IVF: a systematic review and meta-analysis";"Sermondade N, Huberlant S, Bourhis-Lefebvre V, Arbo E, Gallot V, Colombani M, 
Fréour T";Hum Reprod Update;01/01/19;30941397;12.878;true;true;false;false;1
446;"Biomimetic
Glyconanoparticle Vaccine for Cancer Immunotherapy";"Reuven EM, Leviatan Ben-Arye S, Yu H, Duchi R, Perota A, Conchon S, Bachar
Abramovitch S, Soulillou JP, Galli C, Chen X, Padler-Karavani V";ACS Nano;01/01/19;30840433;13.903;false;false;true;false;1
447;Prime role of IL-17A in neutrophilia and airwaysmooth muscle contraction in a house dust mite-induced allergic asthma model;Chesné J, Braza F, Chadeuf G, Mahay G, Cheminant MA, Loy J, Brouard S,Sauzeau V, Loirand G, Magnan A;J ALLERGY CLIN IMMUN;01/01/15;25649077;14.11;false;true;false;false;1
448;Prevention of allergic asthma through Der p 2 peptide vaccination;Bouchaud G, Braza F, Chesné J, Lair D, Chen KW, Rolland-Debord C, Hassoun D, Roussey-Bihouée T, Cheminant MA, Brouard S, Bodinier M, Vrtala S, Magnan A;J ALLERGY CLIN IMMUN;01/01/15;25680456;14.11;false;true;true;false;1
449;Thymic stromallymphopoietin does not activate human basophils;Salabert-Le Guen N, Hémont C, Delbove A, Poli C, Braudeau C, Fantou A,Amouriaux K, Bériou G, Martin JC, Colas L, Soumelis V, Josien R;J ALLERGY CLIN IMMUN;01/01/17;29208546;14.11;false;true;false;false;1
450;"Association of HLA-DRB1*09:01 with tIgE levels
among African ancestry individuals with asthma";"Vince N, Limou S, Daya M, Morii W, Rafaels N, Geffard E, Douillard V, Walencik
A, Boorgula MP, Chavan S, Vergara C, Ortega VE, Wilson JG, Lange LA, Watson H,
Nicolae DL, Meyers DA, Hansel NN, Ford JG, Faruque MU, Bleecker ER, Campbell M,
Beaty TH, Ruczinski I, Mathias RA, Taub MA, Ober C, Noguchi E, Barnes KC,
Torgerson D, Gourraud PA; CAAPA";J ALLERGY CLIN IMMUN;01/01/20;31981624;14.11;false;true;true;false;1
451;Open-label, multicentre,dose-escalating phase II clinical trial on the safety and efficacy of tadekinigalfa (IL-18BP) in adult-onset Still's disease;Gabay C, Fautrel B, Rech J, Spertini F, Feist E, Kötter I, Hachulla E, MorelJ, Schaeverbeke T, Hamidou MA, Martin T, Hellmich B, Lamprecht P, Schulze-KoopsH, Courvoisier DS, Sleight A, Schiffrin EJ;Ann Rheum Dis;01/01/18;29472362;14.299;true;false;true;false;1
452;Loss of DGK? induces endothelial cell activation and deathindependently of complement activation;Bruneau S, Néel M, Roumenina LT, Frimat M, Laurent L, Frémeaux-Bacchi V,Fakhouri F;Blood;01/01/15;25498910;16.562;false;true;false;false;1
453;Larger number of invariant natural killer T cells in PBSCallografts correlates with improved GVHD-free and progression-free survival;Malard F, Labopin M, Chevallier P, Guillaume T, Duquesne A, Rialland F,Derenne S, Peterlin P, Leauté AG, Brissot E, Gregoire M, Moreau P, Saas P,Gaugler B, Mohty M;Blood;01/01/16;26903546;16.562;false;true;false;false;1
454;Rituximab-based first line treatment for chronic GVHD after allogeneicSCT: results of a phase 2 study;Malard F, Labopin M, Yakoub-Agha I, Chantepie S, Guillaume T, Blaise D,Tabrizi R, Magro L, Vanhove B, Blancho G, Moreau P, Gaugler B, Chevallier P,Mohty M;Blood;01/01/17;28864814;16.562;true;true;false;false;1
455;Modulation of HostImmunity by the Human Metapneumovirus;Céspedes PF, Palavecino CE, Kalergis AM, Bueno SM;Clin Microbiol Rev;01/01/16;27413096;17.75;false;false;true;false;1
456;Dynamic human immune and tumour cells cross-talk inPDX-humanised mice warrants checkpoint inhibitor cancer immunotherapiesassessment;Poirier N, Vanhove B;Gut;01/01/18;29700013;17.943;false;true;false;false;2
457;Alloantigen gene transfer to hepatocytes promotes tolerance topancreatic islet graft by inducing CD8(+) regulatory T cells;Le Guen V, Judor JP, Boeffard F, Gauttier V, Ferry N, Soulillou JP, Brouard S,Conchon S;J Hepatol;01/01/17;27914923;18.946;false;true;false;false;1
458;Role of TLRs and DAMPs inallograft inflammation and transplant outcomes;Braza F, Brouard S, Chadban S, Goldstein DR;Nat Rev Nephrol;01/01/16;27026348;19.684;false;true;true;false;2
459;Endothelium structure and function in kidney health and disease;Jourde-Chiche N, Fakhouri F, Dou L, Bellien J, Burtey S, Frimat M, Jarrot PA, Kaplanski G, Le Quintrec M, Pernin V, Rigothier C, Sallée M, Fremeaux-Bacchi V,Guerrot D, Roumenina LT;Nat Rev Nephrol;01/01/19;30607032;19.684;false;false;false;false;2
460;A histone acetylome-wide association study of Alzheimer's disease identifiesdisease-associated H3K27ac differences in the entorhinal cortex;Marzi SJ, Leung SK, Ribarska T, Hannon E, Smith AR, Pishva E, Poschmann J,Moore K, Troakes C, Al-Sarraj S, Beck S, Newman S, Lunnon K, Schalkwyk LC, MillJ;Nat Neurosci;01/01/18;30349106;21.126;false;false;true;false;1
461;Human Tolerogenic Dendritic Cells Regulate Immune Responses through Lactate Synthesis;Marín E, Bouchet-Delbos L, Renoult O, Louvet C, Nerriere-Daguin V, Managh AJ, Even A, Giraud M, Vu Manh T-P, Aguesse A, Bériou G, Chiffoleau E, Alliot-Licht B, Prieur X, Croyal M, Hutchinson JA, Obermajer N, Geissler EK, Vanhove B, Blancho G, Dalod M, Josien R, Pecqueur C, Cuturi MC, Moreau A;Cell Metab;01/01/19;31801055;22.415;false;true;true;true;1
462;Endothelial-to-mesenchymal transition in pulmonary hypertension;Ranchoux B, Antigny F, Rucker-Martin C, Hautefort A, Péchoux C, Bogaard HJ,Dorfmüller P, Remy S, Lecerf F, Planté S, Chat S, Fadel E, Houssaini A, Anegon I,Adnot S, Simonneau G, Humbert M, Cohen-Kaminsky S, Perros F;Circulation;01/01/15;25593290;23.054;false;false;true;false;1
463;"RRAD mutation causes electrical and
cytoskeletal defects in cardiomyocytes derived from a familial case of Brugada
syndrome";"Belbachir N, Portero V, Al Sayed ZR, Gourraud JB, Dilasser F, Jesel L, Guo H, 
Wu H, Gaborit N, Guilluy C, Girardeau A, Bonnaud S, Simonet F, Karakachoff M,
Pattier S, Scott C, Burel S, Marionneau C, Chariau C, Gaignerie A, David L, Genin
E, Deleuze JF, Dina C, Sauzeau V, Loirand G, Baró I, Schott JJ, Probst V, Wu JC, 
Redon R, Charpentier F, Le Scouarnec S";Eur Heart J;01/01/19;31114854;23.239;false;false;true;true;1
464;Alveolar macrophages are epigenetically altered after inflammation, leading to long-term lung immunoparalysis.;"Roquilly A, Jacqueline C, Davieau M, Mollé A, Sadek A, Fourgeux C, Rooze P,
Broquet A, Misme-Aucouturier B, Chaumette T, Vourc'h M, Cinotti R, Marec N,
Gauttier V, McWilliam HEG, Altare F, Poschmann J, Villadangos JA, Asehnoune K.
";Nat Immunol;01/01/20;32424365;23.53;false;true;true;false;1
465;"Targeting TMEM176B Enhances Antitumor
Immunity and Augments the Efficacy of Immune Checkpoint Blockers by Unleashing
Inflammasome Activation";"Segovia M, Russo S, Jeldres M, Mahmoud YD, Perez V, Duhalde M, Charnet P,
Rousset M, Victoria S, Veigas F, Louvet C, Vanhove B, Floto RA, Anegon I, Cuturi 
MC, Girotti MR, Rabinovich GA, Hill M";Cancer Cell;01/01/19;31085177;23.916;false;true;true;true;1
466;Low-Frequency and Rare-Coding Variation Contributes to Multiple Sclerosis Risk;International Multiple Sclerosis Genetics Consortium;Cell;01/01/18;30343897;36.216;false;false;true;false;1
467;Multiple sclerosis genomic map implicates peripheral immune cells and microglia in susceptibility;International Multiple Sclerosis Genetics Consortium;Science;01/01/19;31604244;41.037;false;false;true;false;1
468;"Cell competition
during reprogramming gives rise to dominant clones";"Shakiba N, Fahmy A, Jayakumaran G, McGibbon S, David L, Trcka D, Elbaz J, Puri
MC, Nagy A, van der Kooy D, Goyal S, Wrana JL, Zandstra PW";Science;01/01/19;30898844;41.037;false;false;true;false;1
469;Microglial control of astrocytes in response to microbialmetabolites;Rothhammer V, Borucki DM, Tjon EC, Takenaka MC, Chao CC, Ardura-Fabregat A, deLima KA, Gutiérrez-Vázquez C, Hewson P, Staszewski O, Blain M, Healy L, NezirajT, Borio M, Wheeler M, Dragin LL, Laplaud DA, Antel J, Alvarez JI, Prinz M,Quintana FJ;Nature;01/01/18;29769726;43.07;false;false;true;false;1
470;Pathological inflammation in patients with COVID-19: a key role for monocytes and macrophages;Merad M, Martin JC. ;Nat Rev Immunol;01/01/20;32376901;44.019;false;true;true;false;2
471;Oral versus intravenous high-dosemethylprednisolone for treatment of relapses in patients with multiple sclerosis (COPOUSEP): a randomised, controlled, double-blind, non-inferiority trial;"Le Page E, Veillard D, Laplaud DA, Hamonic S, Wardi R, Lebrun C, Zagnoli F,Wiertlewski S, Deburghgraeve V, Coustans M, Edan G; COPOUSEP investigators;WestNetwork for Excellence in Neuroscience";Lancet;01/01/15;26135706;59.102;true;false;false;false;1
472;Haemolytic uraemic syndrome;Fakhouri F, Zuber J, Frémeaux-Bacchi V, Loirat C;Lancet;01/01/17;28242109;59.102;true;true;false;false;2
473;Regulatory cell therapy in kidney transplantation (The ONE Study): a harmonised design and analysis of seven non-randomised, single-arm, phase 1/2A trials.;Sawitzki B, Harden PN, Reinke P, Moreau A, Hutchinson JA, Game DS, Tang Q, Guinan EC, Battaglia M, Burlingham WJ, Roberts ISD, Streitz M, Josien R, Böger CA, Scottà C, Markmann JF, Hester JL, Juerchott K, Braudeau C, James B, Contreras-Ruiz L, van der Net JB, Bergler T, Caldara R, Petchey W, Edinger M, Dupas N, Kapinsky M, Mutzbauer I, Otto NM, Öllinger R, Hernandez-Fuentes MP, Issa F, Ahrens N, Meyenberg C, Karitzky S, Kunzendorf U, Knechtle SJ, Grinyó J, Morris PJ, Brent L, Bushell A, Turka LA, Bluestone JA, Lechler RI, Schlitt HJ, Cuturi MC, Schlickeiser S, Friend PJ, Miloud T, Scheffold A, Secchi A, Crisalli K, Kang  SM, Hilton R, Banas B, Blancho G, Volk HD, Lombardi G, Wood KJ, Geissler EK.;Lancet;01/01/20;32446407;59.102;true;false;true;true;1
474;"Prevention of Early
Ventilator-Associated Pneumonia after Cardiac Arrest";"François B, Cariou A, Clere-Jehl R, Dequin PF, Renon-Carron F, Daix T, Guitton
C, Deye N, Legriel S, Plantefève G, Quenot JP, Desachy A, Kamel T, Bedon-Carte S,
Diehl JL, Chudeau N, Karam E, Durand-Zaleski I, Giraudeau B, Vignon P, Le Gouge
A; CRICS-TRIGGERSEP Network and the ANTHARTIC Study Group";NEW ENGL J MED;01/01/19;31693806;70.67;true;false;false;false;1
475;HLA-DR expression in neonates after cardiac surgeryunder cardiopulmonary bypass: a pilot study;Chenouard A, Braudeau C, Cottron N, Bourgoin P, Salabert N, Roquilly A, JosienR, Joram N, Asehnoune K;INTENS CARE MED EXP;01/01/18;29327145;;true;false;false;true;1
476;Immuno-GuidedLaser-Capture Microdissection of Glial Cells for mRNA Analysis;Nicot AB, Rambeau J, Guillot F, Garcia A, Laplaud DA;Methods Mol Biol;01/01/18;29344866;;false;true;false;false;3
477;Poor Patient andGraft Outcome After Induction Treatment by Antithymocyte Globulin in Recipientsof a Kidney Graft After Nonrenal Organ Transplantation;Mai HL, Treilhaud M, Ben-Arye SL, Yu H, Perreault H, Ang E, Trébern-Launay K, Laurent J, Malard-Castagnet S, Cesbron A, Nguyen TVH, Brouard S, Rostaing L,Houssel-Debry P, Legendre C, Girerd S, Kessler M, Morelon E, Sicard A, GarrigueV, Karam G, Chen X, Giral M, Padler-Karavani V, Soulillou JP;Transplant Direct;01/01/18;29707628;;false;true;true;false;1
478;Immune Alterationsin Patients With Type 1 Autoimmune Hepatitis Persist Upon StandardImmunosuppressive Treatment;Renand A, Habes S, Mosnier JF, Aublé H, Judor JP, Vince N, Hulin P, NedellecS, Métairie S, Archambeaud I, Brouard S, Gournay J, Conchon S;Hepatol Commun;01/01/18;30094407;;false;true;false;true;1
479;"Mechanism of
action of s1p receptor modulators in multiple sclerosis: The double requirement";Bordet R, Camu W, De Seze J, Laplaud DA, Ouallet JC, Thouvenot E;"
Rev Neurol (Paris)";01/01/19;31757428;;true;false;false;false;3
480;Antagonist Anti-CD28 Therapeutics for the Treatment of Autoimmune Disorders;Vanhove, B., N. Poirier, F. Fakhouri, L. Laurent, B. t Hart, P. Papotto, L. Rizzo, M. Zaitsu, F. Issa, K. Wood, J.-P. Soulillou, and G. Blancho.;Antibodies;01/01/17;31548534;;false;true;true;true;2
481;Cell-surface C-type lectin-like receptor CLEC-1dampens dendritic cell activation and downstream Th17 responses;Lopez Robles MD, Pallier A, Huchet V, Le Texier L, Remy S, Braudeau C, DelbosL, Moreau A, Louvet C, Brosseau C, Royer PJ, Magnan A, Halary F, Josien R, CuturiMC, Anegon I, Chiffoleau E;Blood Adv;01/01/17;29296975;;false;true;false;true;1
482;Glycan microarray revealinduced IgGs repertoire shift against a dietary carbohydrate in response torabbit anti-human thymocyte therapy;Amon R, Ben-Arye SL, Engler L, Yu H, Lim N, Berre LL, Harris KM, Ehlers MR,Gitelman SE, Chen X, Soulillou JP, Padler-Karavani V;Oncotarget;01/01/17;29348821;;false;false;true;false;1
483;"Human CD8+ Tregs expressing
a MHC-specific CAR display enhanced suppression of human skin rejection and GVHD 
in NSG mice";"Bézie S, Charreau B, Vimond N, Lasselin J, Gérard N, Nerrière-Daguin V,
Bellier-Waast F, Duteille F, Anegon I, Guillonneau C";Blood Adv;01/01/19;31730699;;false;true;false;true;1
484;"Ex situ Perfusion of Pancreas for Whole-Organ Transplantation: 
Is it Safe and Feasible? A Systematic Review";"Prudhomme T, Kervella D, Le Bas-Bernardet S, Cantarovich D, Karam G, Blancho
G, Branchereau J";J Diabetes Sci Technol;01/01/19;31409133;;false;true;false;false;2
485;Les polyomavirus humains;Bressollette-Bodin C. ;La Lettre de l’Infectiologue ;01/01/19;;;false;true;false;false;3
486;B cells with regulatory properties in transplantation tolerance;Durand J, Chiffoleau E;World J Transplant;01/01/15;26722647;;false;true;false;false;2
487;Genome Editing in Rats Using TALENucleases;Tesson L, Remy S, Ménoret S, Usal C, Thinard R, Savignard C, De Cian A,Giovannangeli C, Concordet JP, Anegon I;Methods Mol Biol;01/01/16;26443226;;false;true;false;false;3
488;Generation and Characterization ofMouse Regulatory Macrophages;Carretero-Iglesia L, Hill M, Cuturi MC;Methods Mol Biol;01/01/16;26530796;;false;true;false;false;1
489;Dextran Sulfate Sodium (DSS)-Induced AcuteColitis in the Rat;Martin JC, Bériou G, Josien R;Methods Mol Biol;01/01/16;26530802;;false;true;false;false;1
490;[High doses of gonadotropins for controlledovarian hyperstimulation: A case-control study];Dercourt M, Barriere P, Freour T;Gynecol Obstet Fertil;01/01/16;26603333;;true;true;false;false;1
491;Interferon-Alpha Promotes Th1 Response and Epithelial Apoptosis viaInflammasome Activation in Human Intestinal Mucosa;Jarry A, Malard F, Bou-Hanna C, Meurette G, Mohty M, Mosnier JF, Laboisse CL, Bossard C;Cell Mol Gastroenterol Hepatol;01/01/17;28174758;;false;false;false;false;1
492;Impact on early outcomes and immune reconstitution of high-dosepost-transplant cyclophosphamide vs anti-thymocyte globulin after reducedintensity conditioning peripheral blood stem cell allogeneic transplantation;Retière C, Willem C, Guillaume T, Vié H, Gautreau-Rolland L, Scotet E,Saulquin X, Gagne K, Béné MC, Imbert BM, Clemenceau B, Peterlin P, Garnier A,Chevallier P;Oncotarget;01/01/18;29545911;;false;false;false;false;1
493;APOL1 Nephropathy Risk Variants and Incident Cardiovascular Disease Events in Community-Dwelling Black Adults;Gutiérrez OM, Irvin MR, Chaudhary NS, Cushman M, Zakai NA, David VA, Limou S, Pamir N, Reiner AP, Naik RP, Sale MM, Safford MM, Hyacinth HI, Judd SE, Kopp JB, Winkler CA. ;Circ Genom Precis Med;01/01/18;29899045;;false;false;true;false;1
494;Complement Gene Variantsand Shiga Toxin-Producing Escherichia coli-Associated Hemolytic Uremic Syndrome: Retrospective Genetic and Clinical Study;Frémeaux-Bacchi V, Sellier-Leclerc AL, Vieira-Martins P, Limou S, Kwon T,Lahoche A, Novo R, Llanas B, Nobili F, Roussey G, Cailliez M, Ulinski T,Deschênes G, Alberti C, Weill FX, Mariani P, Loirat C;Clin J Am Soc Nephrol;01/01/19;30674459;;false;false;false;false;1
495;"Characterization of two rat models of
cystic fibrosis-KO and F508del CFTR-Generated by Crispr-Cas9.";"Dreano E, Bacchetta M, Simonin J, Galmiche L, Usal C, Slimani L, Sadoine J,
Tesson L, Anegon I, Concordet JP, Hatton A, Vignaud L, Tondelier D,
Sermet-Gaudelus I, Chanson M, Cottart CH";"Animal Model Exp
Med";01/01/19;31942562;;false;false;true;false;1
496;"Corneal Xenotransplantation: Anterior Lamellar
Keratoplasty";Vabres B, Vanhove B, Blancho G;Methods Mol Biol;01/01/20;32002913;;false;true;false;false;1
497;The Presence of Renal IgG Deposits in Necrotizing Crescentic Glomerulonephritis Associated with ANCA Is Not Related to Worse Renal Clinical Outcomes;"Dudreuilh C, Fakhouri F, Vigneau C, Augusto JF, Machet MC, Rabot N, Chapal M, 
Charpy V, Barbet C, Büchler M, Halimi JM, Gatault P.";Kidney Dis;01/01/20;32309292;;true;false;false;false;1
498;Retroperitoneoscopy in the horse: anatomical study of the retroperitoneal perirenal space and description of a surgical approach;Pujol R, De Fourmestraux C, Symoens A, Branchereau J, Tessier C.;Equine Vet J;01/01/20;32473613;2.115;false;false;false;false;1
499;Long-Term Rituximab Use to Maintain Remission of Antineutrophil Cytoplasmic Antibody-Associated Vasculitis: A Randomized Trial.;Charles P, Perrodeau É, Samson M, Bonnotte B, Néel A, Agard C, Huart A, Karras A, Lifermann F, Godmer P, Cohen P, Hanrotel-Saliou C, Martin-Silva N, Pugnet G, Maurier F, Sibilia J, Carron PL, Gobert P, Meaux-Ruault N, Le Gallou T, Vinzio S, Viallard JF, Hachulla E, Vinter C, Puéchal X, Terrier B, Ravaud P, Mouthon L, Guillevin L;Ann Intern Med;01/01/20;32479166;19.315;true;false;false;false;1
